,DS_CARGO,NM_CANDIDATO,NM_SOCIAL_CANDIDATO,NM_PARTIDO,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,DS_GRAU_INSTRUCAO,NM_UE
4821,VEREADOR,LUCIANA FATIMA DA SILVA,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,37,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
4822,VEREADOR,VINICIUS AUGUSTO DA COSTA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,34,ENSINO MÉDIO COMPLETO,BELFORD ROXO
4823,VEREADOR,CLARA MARIA FONSECA SILVA,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,60,ENSINO MÉDIO INCOMPLETO,RIO DE JANEIRO
4824,VEREADOR,ELIOMAR OLIVEIRA DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PARDA,48,ENSINO MÉDIO COMPLETO,BOM JESUS DO ITABAPOANA
4825,VEREADOR,SYDNEY SIQUEIRA FERREIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,42,ENSINO MÉDIO COMPLETO,ANGRA DOS REIS
4826,VEREADOR,FELIPE ASSIS NAZARETH,#NULO#,DEMOCRATAS,MASCULINO,PRETA,40,ENSINO FUNDAMENTAL INCOMPLETO,MESQUITA
4827,VEREADOR,ANDREIA ALVES DA SILVA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,PRETA,42,SUPERIOR COMPLETO,VASSOURAS
4828,VEREADOR,DAVID RODRIGUES DE MORAIS,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,35,ENSINO MÉDIO COMPLETO,MANGARATIBA
4829,VEREADOR,LUIS DE SOUZA TEIXEIRA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,45,ENSINO MÉDIO COMPLETO,SÃO JOSÉ DO VALE DO RIO PRETO
4830,VEREADOR,MARIZA D ESTE DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,52,ENSINO MÉDIO COMPLETO,CABO FRIO
4831,VEREADOR,MARCELO FRANÇA DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,42,ENSINO MÉDIO COMPLETO,ARRAIAL DO CABO
4832,VEREADOR,CARLOS HENRIQUE GOMES DIAS,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PARDA,43,ENSINO MÉDIO COMPLETO,RIO BONITO
4833,VEREADOR,PRISCILA DA SILVA,#NULO#,SOLIDARIEDADE,FEMININO,BRANCA,29,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO
4834,VEREADOR,ADIR HENRIQUE DOS SANTOS,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,PARDA,38,SUPERIOR INCOMPLETO,RIO DE JANEIRO
4835,VEREADOR,GILCIMAR PEIXOTO DE ARRUDA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,34,ENSINO FUNDAMENTAL INCOMPLETO,SAQUAREMA
4836,VEREADOR,MARIA APARECIDA  DOS SANTOS,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,PARDA,55,ENSINO MÉDIO COMPLETO,MAGÉ
4837,VEREADOR,MARIA DAS NEVES OLIVEIRA,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,PRETA,53,ENSINO FUNDAMENTAL INCOMPLETO,SILVA JARDIM
4838,VEREADOR,JOSIMAR COELHO DE MATTOS,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,50,ENSINO MÉDIO COMPLETO,CANTAGALO
4839,VEREADOR,ANDERSON MOTA ANTONIO,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PRETA,43,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ
4840,VEREADOR,CARLOS NANTES BOLSONARO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,34,SUPERIOR COMPLETO,RIO DE JANEIRO
4841,VEREADOR,MARCO ALEXANDRE FINAMOR RODRIGUES,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,PARDA,32,ENSINO MÉDIO COMPLETO,ITAPERUNA
4842,VEREADOR,SANDRO DE OLIVEIRA DAUMAS,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,BRANCA,50,SUPERIOR INCOMPLETO,CONCEIÇÃO DE MACABU
4843,VEREADOR,HELEN DE PAULA BARRETO,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,PARDA,39,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
4844,VEREADOR,LUCIANA PINTO PIRES DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,42,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO
4845,VEREADOR,VICENTE CORREIA TAVARES JUNIOR,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,47,ENSINO MÉDIO COMPLETO,SÃO GONÇALO
4846,VEREADOR,JUNIOR GUALBERTO MARTINS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,36,ENSINO FUNDAMENTAL COMPLETO,SÃO SEBASTIÃO DO ALTO
4847,VEREADOR,MARILIA DE REIS SOUZA,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,PARDA,48,ENSINO FUNDAMENTAL INCOMPLETO,SILVA JARDIM
4849,VEREADOR,MIGUEL ARCANJO NATALINO DA SILVA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PRETA,51,ENSINO FUNDAMENTAL COMPLETO,VOLTA REDONDA
4850,VEREADOR,AGNALDO BULCAO MONARI,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,54,ENSINO MÉDIO INCOMPLETO,PETRÓPOLIS
4851,VEREADOR,JORGE LUIZ DE CASTRO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,57,ENSINO FUNDAMENTAL COMPLETO,PARAÍBA DO SUL
4852,VEREADOR,VALQUIRIO JOIA MARQUES DA SILVA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,48,ENSINO MÉDIO COMPLETO,CARDOSO MOREIRA
4853,VEREADOR,VANDERLEI RODRIGUES BENTO NETO,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,29,ENSINO MÉDIO COMPLETO,CABO FRIO
4854,VEREADOR,ANDRÉ DOS SANTOS BRAGA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,41,ENSINO FUNDAMENTAL COMPLETO,RIO DAS OSTRAS
4855,VEREADOR,ANA CAROLINA DE OLIVEIRA MENDONÇA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,29,ENSINO MÉDIO COMPLETO,QUATIS
4856,VEREADOR,ALFREDO BARBOSA DE LIMA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PARDA,51,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
4857,VEREADOR,MANUEL DA COSTA FARIA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,46,ENSINO MÉDIO COMPLETO,MIGUEL PEREIRA
4858,VEREADOR,JOSE MAXIMO DE BARROS,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,61,ENSINO FUNDAMENTAL INCOMPLETO,VOLTA REDONDA
4859,VEREADOR,RAFAEL MOURA JACINTHO,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,PARDA,25,ENSINO MÉDIO COMPLETO,LAJE DO MURIAÉ
4860,VEREADOR,JOÃO CARLOS DE SOUZA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,71,ENSINO FUNDAMENTAL COMPLETO,ITABORAÍ
4861,VEREADOR,JOSINALDO MARTINS,#NULO#,SOLIDARIEDADE,MASCULINO,PARDA,53,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
4862,VEREADOR,SUELI BARROS CASA NOVA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,PARDA,57,ENSINO FUNDAMENTAL INCOMPLETO,PATY DO ALFERES
4863,VEREADOR,ALEXANDRE VEIGA LISBOA,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,61,ENSINO MÉDIO COMPLETO,PATY DO ALFERES
4864,VEREADOR,JOÃO MENDES DE JESUS,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PRETA,63,SUPERIOR COMPLETO,RIO DE JANEIRO
4866,VEREADOR,MAGNO ALCANTARA DA SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,50,ENSINO FUNDAMENTAL COMPLETO,PARATY
4867,VEREADOR,PAULO FERREIRA MARTINS,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,46,ENSINO MÉDIO COMPLETO,QUEIMADOS
4868,VEREADOR,DOUGLAS ALVES RODRIGUES,#NULO#,DEMOCRATAS,MASCULINO,PARDA,35,ENSINO FUNDAMENTAL INCOMPLETO,JAPERI
4869,VEREADOR,DANIEL PACHECO DE AZEVÊDO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PARDA,70,ENSINO FUNDAMENTAL INCOMPLETO,PATY DO ALFERES
4870,VEREADOR,AFONSO CARDOSO DA SILVA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,60,SUPERIOR COMPLETO,RIO DE JANEIRO
4871,VEREADOR,ADRIANO PINTO DA SILVA FILHO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,59,ENSINO FUNDAMENTAL COMPLETO,MIGUEL PEREIRA
4872,VEREADOR,JONAS PEREIRA DA SILVA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,PARDA,42,ENSINO MÉDIO COMPLETO,NITERÓI
4873,VEREADOR,JUAREZ FERREIRA DE SOUZA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,63,ENSINO MÉDIO INCOMPLETO,SANTO ANTÔNIO DE PÁDUA
4874,VEREADOR,FABIANO DA FONSECA PACHECO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,38,ENSINO MÉDIO COMPLETO,SÃO JOSÉ DO VALE DO RIO PRETO
4875,VEREADOR,MONIQUE DUTRA GOMES,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,BRANCA,33,SUPERIOR COMPLETO,VOLTA REDONDA
4876,VEREADOR,THEREZA BEATRIZ DE ALMEIDA THOMAZ DE OLIVEIRA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,52,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO
4877,VEREADOR,CARLOS SANTOS MOREIRA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,PARDA,61,ENSINO MÉDIO COMPLETO,CAMBUCI
4878,VEREADOR,MARIA DO CARMO CARDOSO DE LIMA DA SILVA,#NULO#,REDE SUSTENTABILIDADE,FEMININO,PARDA,56,SUPERIOR COMPLETO,SÃO JOÃO DE MERITI
4879,VEREADOR,MARISE LOUREIRO DOS SANTOS,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,54,SUPERIOR COMPLETO,TERESÓPOLIS
4880,VEREADOR,ROSANGELA DE CARVALHO PASSOS GÔDA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,41,ENSINO MÉDIO COMPLETO,ENGENHEIRO PAULO DE FRONTIN
4881,VEREADOR,AMANDA KELLEY DA PENHA FERRAZ,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,PARDA,26,ENSINO MÉDIO COMPLETO,RESENDE
4882,VEREADOR,MARIA RITA CARRARINE SOARES,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,PARDA,47,ENSINO FUNDAMENTAL INCOMPLETO,ITAPERUNA
4883,VEREADOR,CLAUDIO NASCIMENTO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,PARDA,43,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
4884,VEREADOR,MADERSON DE CARVALHO FRANCISCO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,PARDA,35,ENSINO MÉDIO COMPLETO,GUAPIMIRIM
4885,VEREADOR,JOSÉ DARLI TARDEM,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,BRANCA,52,ENSINO FUNDAMENTAL INCOMPLETO,BOM JARDIM
4886,VEREADOR,WAGNER DA CRUZ PEREIRA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PARDA,54,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
4888,VEREADOR,ELEDIR FERREIRA CORREA,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,PARDA,62,ENSINO MÉDIO COMPLETO,ITABORAÍ
4889,VEREADOR,ANDRÉ DA SILVA FERREIRA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PARDA,44,ENSINO MÉDIO COMPLETO,ITAPERUNA
4890,VEREADOR,FLÁVIA DOS SANTOS BATISTA,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,BRANCA,44,ENSINO MÉDIO COMPLETO,SEROPÉDICA
4891,VEREADOR,JOCIVAL ALVES DE SOUZA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PARDA,41,ENSINO MÉDIO COMPLETO,MAGÉ
4893,VEREADOR,LUIS HUMBERTO PEREIRA PIMENTA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,43,ENSINO MÉDIO COMPLETO,RIO BONITO
4895,VEREADOR,CLAUDIO REIS RIBEIRO,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,PARDA,38,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO
4896,VEREADOR,FILIPE RABHA LIMA COELHO MIGUEL,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,32,ENSINO MÉDIO COMPLETO,ANGRA DOS REIS
4897,VEREADOR,VAGNER DE SOUZA RAMOS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,PARDA,30,ENSINO MÉDIO COMPLETO,RIO BONITO
4898,VEREADOR,ROSANGELA DIAS DOS SANTOS,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,PARDA,57,ENSINO FUNDAMENTAL COMPLETO,MAGÉ
4899,VEREADOR,SEBASTIÃO FERREIRA GOMES,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,PRETA,46,ENSINO FUNDAMENTAL COMPLETO,ANGRA DOS REIS
4900,VEREADOR,FLAVIO MONTEIRO DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,PRETA,61,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
4901,VEREADOR,MARIO ROGERIO DE SOUZA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,49,ENSINO MÉDIO COMPLETO,ARARUAMA
4902,VEREADOR,RAQUEL FERREIRA OLIVEIRA GONÇALVES VIEIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,49,SUPERIOR COMPLETO,PETRÓPOLIS
4903,VEREADOR,MARCELO HENRIQUES BAPTISTA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,46,SUPERIOR COMPLETO,RIO DE JANEIRO
4904,VEREADOR,LUCIANE SILVA MARINHO DOS SANTOS,#NULO#,DEMOCRATAS,FEMININO,PARDA,36,ENSINO MÉDIO COMPLETO,SÃO GONÇALO
4905,VEREADOR,MARLENE NASCIMENTO DAMASCENO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,PARDA,50,ENSINO MÉDIO COMPLETO,MAGÉ
4906,VEREADOR,IVANILDO DOS SANTOS,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,42,ENSINO FUNDAMENTAL COMPLETO,SÃO GONÇALO
4907,VEREADOR,LEANDRO DE OLIVEIRA SIQUEIRA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,BRANCA,50,ENSINO MÉDIO COMPLETO,MAGÉ
4908,VEREADOR,MARCELO BOB RODRIGUES DE FARIA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,PARDA,48,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO
4909,VEREADOR,LUIZ CARLOS TEIXEIRA DA SILVA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,54,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO
4910,VEREADOR,CARLOS ALBERTO DA COSTA SÁ,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,PARDA,49,ENSINO MÉDIO COMPLETO,CORDEIRO
4911,VEREADOR,GESSICA FRANCO DE SOUZA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,22,ENSINO MÉDIO COMPLETO,TRAJANO DE MORAES
4912,VEREADOR,TAMIRIS SOUZA RODRIGUES,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,21,SUPERIOR INCOMPLETO,CABO FRIO
4913,VEREADOR,CLEBER DE SOUZA FERREIRA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,44,ENSINO FUNDAMENTAL COMPLETO,MIGUEL PEREIRA
4914,VEREADOR,HAMILTON MACHADO VALERIOTE JUNIOR,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,34,SUPERIOR COMPLETO,SÃO JOSÉ DE UBÁ
4915,VEREADOR,JOSIAS DA SILVA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,39,ENSINO FUNDAMENTAL INCOMPLETO,TRAJANO DE MORAES
4916,VEREADOR,CREUZA TEIXEIRA DA SILVA,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,PARDA,63,ENSINO MÉDIO COMPLETO,ITABORAÍ
4917,VEREADOR,ALDO MANOEL DA SILVA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,PARDA,56,ENSINO FUNDAMENTAL INCOMPLETO,NOVA IGUAÇU
4918,VEREADOR,LUIZ CARLOS VIANA SANTOS,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,45,ENSINO MÉDIO COMPLETO,JAPERI
4919,VEREADOR,SOLANGE ALVES SILVEIRA,#NULO#,PARTIDO COMUNISTA DO BRASIL,FEMININO,BRANCA,50,SUPERIOR COMPLETO,VOLTA REDONDA
4920,VEREADOR,JEFERSON MARINHO FACIO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,PRETA,30,ENSINO MÉDIO COMPLETO,ARARUAMA
4921,VEREADOR,THIAGO VALÉRIO DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,34,SUPERIOR COMPLETO,BARRA MANSA
4922,VEREADOR,TATIANA CARNEIRO CHAGAS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,35,ENSINO MÉDIO COMPLETO,SAQUAREMA
4923,VEREADOR,ALADILMAR SANTOS DE CARVALHO,#NULO#,PARTIDO PÁTRIA LIVRE,FEMININO,PARDA,62,ENSINO FUNDAMENTAL COMPLETO,NILÓPOLIS
4924,VEREADOR,ANDERSON DE PAULA SANTIAGO,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,37,ENSINO MÉDIO COMPLETO,JAPERI
4925,VEREADOR,IVANILDA BARBOSA OLIVEIRA,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,PRETA,30,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES
4926,VEREADOR,ZILDA MARIA DE SENA NASCIMENTO,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,PARDA,71,ENSINO FUNDAMENTAL COMPLETO,ANGRA DOS REIS
4927,VEREADOR,BRUNO ALEXANDRE CRESPO,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,38,ENSINO MÉDIO COMPLETO,SANTO ANTÔNIO DE PÁDUA
4928,VEREADOR,ARIOVALDO PINTO DA COSTA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,49,ENSINO FUNDAMENTAL INCOMPLETO,CABO FRIO
4929,VEREADOR,MARCELO DE CARVALHO BARRETO,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,26,SUPERIOR COMPLETO,CAMPOS DOS GOYTACAZES
4930,VEREADOR,ADRIANA BARBOSA DA ROCHA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,BRANCA,44,SUPERIOR COMPLETO,PIRAÍ
4931,VEREADOR,JOSE DAMIAO VASCONCELOS RANGEL,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,PARDA,50,ENSINO FUNDAMENTAL INCOMPLETO,CAMPOS DOS GOYTACAZES
4932,VEREADOR,MARIA DE FÁTIMA VIEIRA MARTINS,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,BRANCA,53,SUPERIOR COMPLETO,NITERÓI
4933,VEREADOR,MARCELO VICENTE FERREIRA MAGALHÃES,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,54,ENSINO MÉDIO COMPLETO,TRÊS RIOS
4934,VEREADOR,MARCOS AURÉLIO MAIA PIMENTEL,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,37,ENSINO MÉDIO INCOMPLETO,TERESÓPOLIS
4935,VEREADOR,SILAMAR DOS SANTOS ALVES,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,BRANCA,29,ENSINO MÉDIO COMPLETO,QUEIMADOS
4936,VEREADOR,SEBASTIÃO LOURENÇO DE SOUZA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,PARDA,57,ENSINO FUNDAMENTAL INCOMPLETO,PIRAÍ
4937,VEREADOR,MARILENE MACIEL SOARES,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,PARDA,33,SUPERIOR COMPLETO,TANGUÁ
4938,VEREADOR,ANTONIO FRANCISCO MADEIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,53,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS
4939,VEREADOR,NEIDE APARECIDA DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,BRANCA,50,ENSINO MÉDIO INCOMPLETO,VOLTA REDONDA
4940,VEREADOR,MARINETE CARDOSO LOPES MELEGARIO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,BRANCA,57,ENSINO MÉDIO COMPLETO,SANTA MARIA MADALENA
4941,VEREADOR,CARMEN LUCY PIRES ALVARES SCHADEGG,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,67,SUPERIOR COMPLETO,RIO DE JANEIRO
4942,VEREADOR,JOSÉ NILTON DA SILVA SANTOS,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,PARDA,48,SUPERIOR COMPLETO,ITALVA
4943,VEREADOR,IZAIAS CONEGUNDES,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,PARDA,52,ENSINO MÉDIO COMPLETO,QUATIS
4944,VEREADOR,MARIANA QUEIROZ DOS SANTOS,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,BRANCA,22,ENSINO MÉDIO COMPLETO,BOM JARDIM
4945,VEREADOR,MANOEL CAMPOS FERREIRA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,PARDA,70,LÊ E ESCREVE,VASSOURAS
4946,VEREADOR,LUCINEIA APARECIDA MELLO DE SOUZA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,48,ENSINO FUNDAMENTAL INCOMPLETO,DUAS BARRAS
4947,VEREADOR,RUTH VICENTE DA SILVA,#NULO#,PARTIDO SOCIAL LIBERAL,FEMININO,PARDA,45,ENSINO MÉDIO INCOMPLETO,SEROPÉDICA
4948,VEREADOR,AUGUSTO CESAR SILVEIRA SANTOS,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,BRANCA,43,ENSINO FUNDAMENTAL COMPLETO,RESENDE
4949,VEREADOR,VALDOMIRO RIBEIRO,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,75,ENSINO FUNDAMENTAL INCOMPLETO,PETRÓPOLIS
4950,VEREADOR,ADEILSON PAULA DE OLIVEIRA,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,40,ENSINO MÉDIO COMPLETO,ITATIAIA
4951,VEREADOR,LEANDRO MEIRA DA SILVA,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,BRANCA,42,SUPERIOR COMPLETO,QUEIMADOS
4952,VEREADOR,LUIZ CARLOS GOMES,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,BRANCA,48,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ
4953,VEREADOR,ADALBERTO BARBOSA DE OLIVEIRA JUNIOR,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,PRETA,45,ENSINO MÉDIO COMPLETO,BELFORD ROXO
4954,VEREADOR,VANESSA POYARES TUFFY FELIPPE BETHLEM,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,44,SUPERIOR INCOMPLETO,RIO DE JANEIRO
4955,VEREADOR,FABIO CUSTODIO FERREIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,42,ENSINO MÉDIO COMPLETO,SANTO ANTÔNIO DE PÁDUA
4956,VEREADOR,ANTONIO CARLOS SOARES CHAMBARELLI,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,48,ENSINO MÉDIO COMPLETO,PARACAMBI
4957,VEREADOR,ARGEU JOSÉ PARREIRAS,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,PRETA,51,ENSINO MÉDIO COMPLETO,MARICÁ
4958,VEREADOR,OLMIRA SEVERINA DE SOUZA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,44,ENSINO MÉDIO COMPLETO,VOLTA REDONDA
4959,VEREADOR,WALQUIRIA JANDUI BRITO DO NASCIMENTO,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,PARDA,60,ENSINO MÉDIO COMPLETO,SÃO GONÇALO
