,DS_CARGO,NM_CANDIDATO,NM_SOCIAL_CANDIDATO,NM_PARTIDO,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,DS_GRAU_INSTRUCAO,NM_UE,VR_DESPESA_MAX_CAMPANHA
8353,VEREADOR,DANIEL VOLPE MACIEL,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,23,SUPERIOR COMPLETO,BARRA MANSA,-1
8354,VEREADOR,ROSÂNGELA PEÇANHA DE ANDRADE,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,58,ENSINO MÉDIO COMPLETO,PORCIÚNCULA,-1
8355,VEREADOR,RONDINELY CORREA BARRIAS,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,BRANCA,39,ENSINO MÉDIO COMPLETO,ITAOCARA,-1
8356,VEREADOR,ARMINDO COELHO DE ORNELLAS NETTO,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,BRANCA,59,ENSINO MÉDIO COMPLETO,ITAOCARA,-1
8357,VEREADOR,ROGERIO DA SILVA SOUZA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,NEGRA,51,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI,-1
8358,VEREADOR,JOSER SIGAIA RANGEL,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,BRANCA,37,ENSINO MÉDIO COMPLETO,CAMBUCI,-1
8359,VEREADOR,MILIANE FIGUEIREDO MOURA SOUZA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,NEGRA,32,SUPERIOR INCOMPLETO,SÃO FRANCISCO DE ITABAPOANA,-1
8360,VEREADOR,EDSON RODRIGUES DOS SANTOS,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,NEGRA,53,ENSINO MÉDIO COMPLETO,NITERÓI,-1
8361,VEREADOR,MARCELO DO VALE DA COSTA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,47,ENSINO FUNDAMENTAL COMPLETO,SEROPÉDICA,0
8362,VEREADOR,LEONIA MARQUES DA SILVA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,NEGRA,34,ENSINO MÉDIO COMPLETO,LAJE DO MURIAÉ,-1
8363,VEREADOR,MOISES DE OLIVEIRA FREITAS,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,NEGRA,49,ENSINO FUNDAMENTAL COMPLETO,MANGARATIBA,0
8364,VEREADOR,GILMAR LELIS DO CARMO,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,NEGRA,42,ENSINO MÉDIO COMPLETO,BARRA MANSA,0
8365,VEREADOR,VANDERLEI DUARTE GUIRALDELO,#NULO#,PARTIDO VERDE,MASCULINO,NEGRA,52,ENSINO FUNDAMENTAL COMPLETO,COMENDADOR LEVY GASPARIAN,-1
8366,VEREADOR,MOISES DE ANDRADE,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,BRANCA,50,ENSINO MÉDIO COMPLETO,VOLTA REDONDA,-1
8367,VEREADOR,MARCELO MACEDO,#NULO#,SOLIDARIEDADE,MASCULINO,NEGRA,33,ENSINO FUNDAMENTAL COMPLETO,PETRÓPOLIS,-1
8368,VEREADOR,PATRICK EVER NUNES,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,NEGRA,40,ENSINO MÉDIO COMPLETO,PINHEIRAL,-1
8369,VEREADOR,JOSÉ RICARDO CARVALHO DE OLIVEIRA,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,41,ENSINO FUNDAMENTAL INCOMPLETO,SÃO JOSÉ DO VALE DO RIO PRETO,-1
8370,VEREADOR,LUIZ ROBERTO DE OLIVEIRA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,NEGRA,60,ENSINO MÉDIO COMPLETO,MESQUITA,-1
8371,VEREADOR,MARCO AFONSO DOS SANTOS VIEIRA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,30,SUPERIOR INCOMPLETO,QUATIS,-1
8372,VEREADOR,JORGE RAMOS DE ALMEIDA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,65,ENSINO MÉDIO COMPLETO,MANGARATIBA,-1
8373,VEREADOR,SANDRA MARIA DA SILVA,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,BRANCA,61,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO,0
8374,VEREADOR,ELISVANE COSTA DA SILVA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,NEGRA,66,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,0
8375,VEREADOR,CARLOS ROBERTO ELIAS,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,NEGRA,49,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ,-1
8376,VEREADOR,JOSE PEREIRA SARTORI,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,57,SUPERIOR INCOMPLETO,BARRA MANSA,0
8377,VEREADOR,TEULIS GERMANO SACRAMENTO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,41,ENSINO MÉDIO COMPLETO,RIO DAS FLORES,0
8378,VEREADOR,RENATA SAMPAIO FADEL DUARTE,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,46,SUPERIOR COMPLETO,PETRÓPOLIS,-1
8379,VEREADOR,DIRCE QUINTILIANO DE LIMA,#NULO#,PARTIDO COMUNISTA DO BRASIL,FEMININO,BRANCA,60,ENSINO FUNDAMENTAL COMPLETO,NILÓPOLIS,0
8380,VEREADOR,MARCOS VALERIO ALVES ROSA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,NEGRA,53,ENSINO MÉDIO COMPLETO,QUEIMADOS,-1
8381,VEREADOR,CATIA NEVES TIAGO,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,INDÍGENA,40,ENSINO MÉDIO COMPLETO,QUEIMADOS,-1
8382,VEREADOR,HUGO DE AZEVEDO GUIMARÃES,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,33,SUPERIOR COMPLETO,CANTAGALO,-1
8383,VEREADOR,SANDRO BARBOSA HONORATO,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,NEGRA,40,SUPERIOR INCOMPLETO,SÃO JOÃO DE MERITI,-1
8384,VEREADOR,STEFANO PORTO DA SILVA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,BRANCA,39,ENSINO MÉDIO COMPLETO,PARATY,-1
8385,VEREADOR,JORGE GONÇALVES CARDOSO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,44,ENSINO FUNDAMENTAL INCOMPLETO,CABO FRIO,0
8386,VEREADOR,DOUGLAS MARÇAL DUTRA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,32,ENSINO MÉDIO COMPLETO,MIRACEMA,-1
8387,VEREADOR,CLAUDIO FIDELIS ALVES,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,NEGRA,51,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,0
8388,VEREADOR,MARLEIANY LIMA TEODORO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,30,ENSINO MÉDIO COMPLETO,ANGRA DOS REIS,0
8389,VEREADOR,UBIRAJARA DE MELLO BOSOROY,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,NEGRA,50,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
8390,VEREADOR,MARCELO FELICIANO SANTOS,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,NEGRA,46,ENSINO FUNDAMENTAL COMPLETO,SÃO JOÃO DE MERITI,-1
8391,VEREADOR,AMARILDO PARREIRA BRAGA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,52,ENSINO FUNDAMENTAL COMPLETO,CAMBUCI,-1
8392,VEREADOR,LEOMI RODRIGUES DE MIRANDA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,32,ENSINO MÉDIO INCOMPLETO,MANGARATIBA,-1
8393,VEREADOR,FRANCISCO DA COSTA CARDOSO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,59,ENSINO FUNDAMENTAL COMPLETO,BELFORD ROXO,-1
8394,VEREADOR,LUIZ CARLOS MATOS FRANÇA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,48,ENSINO MÉDIO INCOMPLETO,MACAÉ,-1
8395,VEREADOR,LUIZ CARLOS SANTOS BARBOSA,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,NEGRA,50,ENSINO MÉDIO COMPLETO,SÃO GONÇALO,-1
8396,VEREADOR,OLGA DE ALMEIDA REZENDE,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,79,ENSINO MÉDIO COMPLETO,LAJE DO MURIAÉ,-1
8397,VEREADOR,CLAUDIA ELISANGELA REGUINE CURTY,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,44,ENSINO MÉDIO COMPLETO,CARMO,0
8398,VEREADOR,ADRIANO ROQUE,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,NEGRA,41,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
8399,VEREADOR,JONES CORREA DOS SANTOS,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,38,SUPERIOR COMPLETO,MAGÉ,-1
8400,VEREADOR,JOÃO DOS SANTOS ESMAEL,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,NEGRA,40,SUPERIOR COMPLETO,MAGÉ,-1
8401,VEREADOR,VALERIA DA SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,NEGRA,38,SUPERIOR INCOMPLETO,PETRÓPOLIS,-1
8403,VEREADOR,FABIOLA SANTA BRIGIDA PEREIRA,#NULO#,PARTIDO PÁTRIA LIVRE,FEMININO,BRANCA,29,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
8404,VEREADOR,ADRIANA RODRIGUES DOS SANTOS,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,NEGRA,39,ENSINO FUNDAMENTAL INCOMPLETO,CABO FRIO,0
8405,VEREADOR,JOEL RODRIGUES SOBRINHO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,62,SUPERIOR COMPLETO,SÃO JOÃO DE MERITI,-1
8406,VEREADOR,TIAGO LUDUCENE LIMA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,31,ENSINO MÉDIO COMPLETO,RESENDE,-1
8407,VEREADOR,WALDEMIRO  VASCONCELOS,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,58,ENSINO MÉDIO COMPLETO,VOLTA REDONDA,-1
8408,VEREADOR,TÂNIA CRISTINA VIANA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,NEGRA,44,ENSINO FUNDAMENTAL COMPLETO,BARRA MANSA,0
8409,VEREADOR,WANALITA CHAGAS ROMANHOL,#NULO#,DEMOCRATAS,FEMININO,BRANCA,27,ENSINO MÉDIO COMPLETO,PETRÓPOLIS,-1
8410,VEREADOR,VALDIR VARGAS GONÇALVES,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,48,ENSINO FUNDAMENTAL COMPLETO,TRÊS RIOS,-1
8411,VEREADOR,WENDEL SILVA LIMA,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,41,SUPERIOR COMPLETO,PIRAÍ,-1
8412,VEREADOR,EVERALDO ALOISIO AFONSO FRAUCHES,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,42,ENSINO MÉDIO COMPLETO,VOLTA REDONDA,-1
8413,VEREADOR,GERSON GOUVEA GUALBERTO,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,58,ENSINO FUNDAMENTAL INCOMPLETO,SÃO FIDÉLIS,-1
8414,VEREADOR,EDILSON APOLINARIO DOS SANTOS,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,NEGRA,46,ENSINO MÉDIO INCOMPLETO,BELFORD ROXO,-1
8415,VEREADOR,JOSUE CONCEIÇÃO,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,NEGRA,49,ENSINO MÉDIO COMPLETO,PARAÍBA DO SUL,-1
8416,VEREADOR,THAYNA ONILIA MELO,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,BRANCA,20,ENSINO MÉDIO COMPLETO,BELFORD ROXO,-1
8417,VEREADOR,EVANE MACIEL DA SILVA,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,52,ENSINO MÉDIO COMPLETO,MAGÉ,-1
8418,VEREADOR,LETÍCIA DE PAULA SOARES,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,NEGRA,34,ENSINO MÉDIO COMPLETO,MANGARATIBA,-1
8419,VEREADOR,LUCIANO SILVA DE LIMA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,42,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
8420,VEREADOR,LEVINO DE SA GOMES,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,60,ENSINO MÉDIO INCOMPLETO,ITAPERUNA,-1
8421,VEREADOR,ADILSON MENDES FONSECA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,60,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,-1
8422,VEREADOR,ANA ELIZA GUIMARÃES CHAVES,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,42,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
8423,VEREADOR,GUSTAVO CABRAL VIEIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,NEGRA,31,ENSINO MÉDIO COMPLETO,SÃO JOSÉ DE UBÁ,-1
8425,VEREADOR,ALEXSANDRE BATISTA DOS SANTOS,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,43,ENSINO MÉDIO COMPLETO,SILVA JARDIM,-1
8426,VEREADOR,VAGNER DA CONCEIÇÃO FERREIRA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,33,SUPERIOR COMPLETO,MESQUITA,-1
8427,VEREADOR,ROMEU COSTA DE SOUZA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,53,ENSINO FUNDAMENTAL COMPLETO,SAQUAREMA,-1
8428,VEREADOR,CONSUELO DE FREITAS MACHADO MARTIN,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,BRANCA,43,SUPERIOR COMPLETO,RIO DE JANEIRO,0
8429,VEREADOR,RENATA MONTEIRO DA SILVA PEDRA RODRÍGUEZ,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,BRANCA,38,SUPERIOR COMPLETO,RESENDE,0
8430,VEREADOR,PEDRO FRANÇA MAGALHÃES,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,43,SUPERIOR COMPLETO,VOLTA REDONDA,-1
8431,VEREADOR,AILTON LUIZ DA SILVA SALES,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,54,ENSINO MÉDIO COMPLETO,ITAPERUNA,0
8432,VEREADOR,JOSUÉ SCHUWARTZ DE ASSIS VITÓRIO,#NULO#,DEMOCRATAS,MASCULINO,NEGRA,51,SUPERIOR COMPLETO,ITAGUAÍ,0
8433,VEREADOR,BRADIMIR VITORIO DA COSTA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,58,ENSINO MÉDIO COMPLETO,SANTO ANTÔNIO DE PÁDUA,-1
8434,VEREADOR,CHRISTIANE GERARDO NEVES,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,39,ENSINO MÉDIO COMPLETO,ITAGUAÍ,0
8435,VEREADOR,PAULO VINICIUS SILVA DOS SANTOS,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,NEGRA,27,ENSINO MÉDIO COMPLETO,MESQUITA,-1
8436,VEREADOR,ANGELICA NUNES FERREIRA,#NULO#,PARTIDO PÁTRIA LIVRE,FEMININO,BRANCA,42,ENSINO FUNDAMENTAL COMPLETO,MACAÉ,-1
8437,VEREADOR,MARIA HELENA REGASSI,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,BRANCA,61,ENSINO MÉDIO INCOMPLETO,ITAGUAÍ,0
8438,VEREADOR,ANDRÉ LUIZ DOS SANTOS,#NULO#,DEMOCRATAS,MASCULINO,NEGRA,48,ENSINO MÉDIO INCOMPLETO,TRÊS RIOS,-1
8439,VEREADOR,LEIDE DA SILVA DOS SANTOS,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,NEGRA,36,SUPERIOR INCOMPLETO,CASIMIRO DE ABREU,-1
8440,VEREADOR,ROBSON LUIS PITANGUEIRA DE OLIVEIRA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,NEGRA,47,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,-1
8441,VEREADOR,ELMIR VIEIRA PENIDO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,NEGRA,49,SUPERIOR COMPLETO,COMENDADOR LEVY GASPARIAN,-1
8442,VEREADOR,JUÇARA SANTOS CIPRIANO DA SILVA,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,NEGRA,56,ENSINO FUNDAMENTAL COMPLETO,QUISSAMÃ,-1
8443,VEREADOR,GLEICIONE DA SILVA TEIXEIRA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,50,ENSINO FUNDAMENTAL INCOMPLETO,VOLTA REDONDA,-1
8444,VEREADOR,LÚCIO MAURO NEVES DOS SANTOS,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,45,SUPERIOR COMPLETO,SÃO JOÃO DE MERITI,-1
8445,VEREADOR,CASSIA PEREIRA CALDELLAS,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,BRANCA,35,SUPERIOR COMPLETO,ANGRA DOS REIS,0
8446,VEREADOR,PAULO CELSO ALVES PENA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,NEGRA,48,ENSINO FUNDAMENTAL COMPLETO,VALENÇA,-1
8447,VEREADOR,MARLON BRUNO DE SOUZA COSTA,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,NEGRA,21,ENSINO MÉDIO COMPLETO,RIO BONITO,0
8448,VEREADOR,AUGUSTAVO DE SOUZA MATA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,41,ENSINO FUNDAMENTAL INCOMPLETO,SÃO FRANCISCO DE ITABAPOANA,-1
8449,VEREADOR,ROSANGELA MARIA AMORIM,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,BRANCA,52,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
8450,VEREADOR,FABIANO DE SIQUEIRA PEREIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,51,ENSINO MÉDIO COMPLETO,MIRACEMA,-1
8451,VEREADOR,SILVANA CORREA DE SA,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,NEGRA,35,ENSINO FUNDAMENTAL INCOMPLETO,TRAJANO DE MORAES,-1
8452,VEREADOR,JORGE LUIZ PEREIRA,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,NEGRA,52,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS,0
8453,VEREADOR,ANA PAULA RANGEL SILVA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,BRANCA,39,ENSINO FUNDAMENTAL INCOMPLETO,TANGUÁ,0
8454,VEREADOR,ANDERSON BRASIL DO AMARAL,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,BRANCA,42,SUPERIOR COMPLETO,RIO DE JANEIRO,-1
8455,VEREADOR,CARLOS FABIO BOECHAT TIRADO,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,BRANCA,37,ENSINO MÉDIO COMPLETO,ITAPERUNA,-1
8456,VEREADOR,JOSÉ OSVALDO ROCHA DE OLIVEIRA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,71,SUPERIOR COMPLETO,MENDES,-1
8457,VEREADOR,ADILSON PAULO SOARES,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,53,SUPERIOR COMPLETO,PARACAMBI,-1
8458,VEREADOR,MARCIO ARRUDA DE OLIVEIRA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,71,ENSINO MÉDIO COMPLETO,PETRÓPOLIS,-1
8459,VEREADOR,EDSON DE OLIVEIRA ROCHA JUNIOR,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,60,SUPERIOR COMPLETO,RIO DE JANEIRO,-1
8460,VEREADOR,LETICIA GOMES MUNIZ,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,29,ENSINO MÉDIO COMPLETO,CACHOEIRAS DE MACACU,0
8461,VEREADOR,SILVANA DA COSTA GONÇALVES,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,NEGRA,46,ENSINO MÉDIO COMPLETO,SÃO JOSÉ DO VALE DO RIO PRETO,0
8462,VEREADOR,ANTONIO MARCOS LASNOR NOGUEIRA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,27,SUPERIOR INCOMPLETO,TRÊS RIOS,0
8463,VEREADOR,CARLA DANIELA CARDOSO DOS SANTOS,#NULO#,PARTIDO SOCIAL LIBERAL,FEMININO,BRANCA,41,ENSINO FUNDAMENTAL INCOMPLETO,VOLTA REDONDA,-1
8464,VEREADOR,MAURICIO GONÇALVES DA SILVA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,58,ENSINO MÉDIO INCOMPLETO,SÃO JOÃO DE MERITI,-1
8465,VEREADOR,CARLOS ALBERTO LESSA DE AGUIAR,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,52,ENSINO FUNDAMENTAL INCOMPLETO,SÃO FIDÉLIS,-1
8466,VEREADOR,LUIZ ROGELIO LOPES CORREA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,NEGRA,38,SUPERIOR INCOMPLETO,TRÊS RIOS,-1
8467,VEREADOR,ROSIMERI ESPINDOLA CHIAPPETTA,#NULO#,SOLIDARIEDADE,FEMININO,BRANCA,45,ENSINO FUNDAMENTAL COMPLETO,TERESÓPOLIS,0
8468,VEREADOR,JORGE CARLOS DA SILVA MACHADO,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,53,SUPERIOR COMPLETO,NOVA IGUAÇU,-1
8469,VEREADOR,DARLAN DUARTE RIBEIRO,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,65,ENSINO MÉDIO COMPLETO,PARAÍBA DO SUL,-1
8470,VEREADOR,JORGE FERNANDES RATIER CRUZ,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,NEGRA,49,ENSINO MÉDIO COMPLETO,MARICÁ,-1
8471,VEREADOR,RICARDO GOMES ARANHA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,44,ENSINO FUNDAMENTAL INCOMPLETO,BELFORD ROXO,-1
8472,VEREADOR,MARGARIDA SOUZA DA SILVA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,67,ENSINO FUNDAMENTAL COMPLETO,NOVA IGUAÇU,-1
8473,VEREADOR,CIALDO DE FREITAS SOARES,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,NEGRA,35,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,-1
8474,VEREADOR,ALIF RODRIGUES DA SILVA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,22,ENSINO MÉDIO COMPLETO,SÃO SEBASTIÃO DO ALTO,0
8475,VEREADOR,VALDINEIA ROCHA DOS SANTOS,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,41,ENSINO MÉDIO COMPLETO,RESENDE,0
8476,VEREADOR,JOSE BARCELOS RODRIGUES FILHO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,NEGRA,55,ENSINO FUNDAMENTAL INCOMPLETO,QUISSAMÃ,-1
8477,VEREADOR,MARIA JOSÉ GOMES DE SOUZA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,54,SUPERIOR COMPLETO,AREAL,0
8478,VEREADOR,WAGNER JESUS FERNANDES DA SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,29,SUPERIOR COMPLETO,RIO DE JANEIRO,0
8479,VEREADOR,RENATO DA ROSA MOREIRA,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,NEGRA,48,SUPERIOR INCOMPLETO,SÃO JOÃO DE MERITI,-1
8480,VEREADOR,ANA CRISTINA OLIVEIRA DOS SANTOS SILVA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,NEGRA,44,ENSINO MÉDIO COMPLETO,NOVA IGUAÇU,-1
8481,VEREADOR,UILSON SOARES,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,36,ENSINO FUNDAMENTAL COMPLETO,RESENDE,0
8482,VEREADOR,LEANDRO ALEX DE SOUZA DA SILVA,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,BRANCA,37,ENSINO MÉDIO COMPLETO,ARMAÇÃO DOS BÚZIOS,0
8483,VEREADOR,RAFAEL VASCONCELLOS DE FREITAS,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,33,SUPERIOR COMPLETO,VALENÇA,-1
8484,VEREADOR,ROBERTO WAGNER ROCCO,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,51,SUPERIOR INCOMPLETO,RIO DE JANEIRO,0
8485,VEREADOR,ROBERTO CARLOS DA SILVA MARÇAL,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,NEGRA,45,ENSINO MÉDIO COMPLETO,MANGARATIBA,0
